classificacao,nome_robo,pontuacao_final,sobrevivencia,bonus_ultima_sobrevivencia,dano_disparo,bonus_disparo_morte,colisao_dano,bonus_colisao_morte,1lugar,2lugar,3lugar
3,sample.Walls,375,250,0,100,0,25,0,0,0,0
3,sample.Target,202,200,0,0,0,2,0,0,0,0
3,sample.MyFirstRobot,191,150,0,40,0,1,0,0,0,0
3,sample.SittingDuck,100,100,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,50,50,0,0,0,0,0,0,0,0
3,sample.Interactive,0,0,0,0,0,0,0,0,0,0
1,sample.RamFire,1334,700,0,358,0,146,129,0,1,0
1,sample.Walls,1311,750,150,348,62,1,0,1,0,0
1,sample.TrackFire,927,550,0,339,38,0,0,0,0,0
1,sample.PaintingRobot,799,650,0,143,1,5,0,0,0,1
1,sample.SpinBot,630,450,0,153,7,20,0,0,0,0
2,sample.Fire,608,500,0,108,0,0,0,0,0,0
2,sample.Interactive,600,600,0,0,0,0,0,0,0,0
2,sample.Tracker,583,400,0,176,0,7,0,0,0,0
2,sample.Target,352,350,0,0,0,2,0,0,0,0
2,sample.Crazy,302,250,0,40,0,12,0,0,0,0
3,sample.Interactive_v2,300,300,0,0,0,0,0,0,0,0
3,sample.Corners,262,200,0,62,0,0,0,0,0,0
3,sample.SittingDuck,150,150,0,0,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,122,100,0,20,0,2,0,0,0,0
3,sample.MyFirstRobot,67,50,0,16,0,1,0,0,0,0
3,sample.VelociRobot,36,0,0,8,0,28,0,0,0,0
1,sample.SpinBot,1490,750,150,512,68,10,0,1,0,0
1,sample.Tracker,1103,700,0,367,32,5,0,0,1,0
1,sample.Corners,761,600,0,146,15,0,0,0,0,0
1,sample.Crazy,756,650,0,92,0,14,0,0,0,1
1,sample.PaintingRobot,650,550,0,96,0,4,0,0,0,0
2,sample.VelociRobot,606,450,0,112,0,44,0,0,0,0
2,sample.MyFirstRobot,570,500,0,65,1,4,0,0,0,0
2,sample.MyFirstJuniorRobot,502,400,0,92,0,10,0,0,0,0
2,sample.Fire,445,300,0,123,20,1,0,0,0,0
2,sample.Target,350,350,0,0,0,0,0,0,0,0
3,sample.TrackFire,271,150,0,121,0,0,0,0,0,0
3,sample.Walls,270,200,0,65,1,4,0,0,0,0
3,sample.SittingDuck,250,250,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,100,100,0,0,0,0,0,0,0,0
3,sample.RamFire,86,0,0,64,0,22,0,0,0,0
3,sample.Interactive,50,50,0,0,0,0,0,0,0,0
1,sample.Tracker,1169,700,0,398,67,4,0,0,1,0
1,sample.Fire,1128,750,150,203,25,0,0,1,0,0
1,sample.RamFire,870,500,0,216,0,91,62,0,0,0
1,sample.PaintingRobot,792,650,0,129,12,1,0,0,0,1
1,sample.VelociRobot,757,600,0,138,2,18,0,0,0,0
2,sample.TrackFire,663,350,0,272,42,0,0,0,0,0
2,sample.MyFirstRobot,631,550,0,78,0,4,0,0,0,0
2,sample.Corners,596,450,0,146,0,0,0,0,0,0
2,sample.Crazy,506,400,0,80,0,26,0,0,0,0
2,sample.Walls,372,250,0,120,0,2,0,0,0,0
3,sample.SpinBot,337,200,0,117,0,19,0,0,0,0
3,sample.Target,300,300,0,0,0,0,0,0,0,0
3,sample.SittingDuck,150,150,0,0,0,0,0,0,0,0
3,sample.Interactive,100,100,0,0,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,97,50,0,36,0,11,0,0,0,0
3,sample.Interactive_v2,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1215,750,150,273,32,11,0,1,0,0
1,sample.RamFire,1078,650,0,292,0,88,48,0,0,1
1,sample.SpinBot,1045,700,0,321,10,14,0,0,1,0
1,sample.Corners,815,600,0,200,14,1,0,0,0,0
1,sample.PaintingRobot,655,550,0,104,0,1,0,0,0,0
2,sample.Crazy,593,500,0,79,1,13,0,0,0,0
2,sample.MyFirstJuniorRobot,575,450,0,104,16,5,0,0,0,0
2,sample.TrackFire,547,400,0,147,0,0,0,0,0,0
2,sample.Tracker,452,350,0,88,14,0,0,0,0,0
2,sample.VelociRobot,429,300,0,105,0,24,0,0,0,0
3,sample.MyFirstRobot,294,250,0,40,0,4,0,0,0,0
3,sample.Interactive_v2,200,200,0,0,0,0,0,0,0,0
3,sample.Target,151,150,0,0,0,1,0,0,0,0
3,sample.SittingDuck,100,100,0,0,0,0,0,0,0,0
3,sample.Fire,54,50,0,4,0,0,0,0,0,0
3,sample.Interactive,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1242,750,150,306,33,4,0,1,0,0
1,sample.SpinBot,1006,700,0,275,26,5,0,0,1,0
1,sample.Tracker,1004,650,0,303,51,0,0,0,0,1
1,sample.Corners,768,500,0,250,18,0,0,0,0,0
1,sample.PaintingRobot,669,600,0,68,0,1,0,0,0,0
2,sample.Crazy,652,550,0,92,0,10,0,0,0,0
2,sample.RamFire,609,300,0,202,0,79,28,0,0,0
2,sample.MyFirstJuniorRobot,542,450,0,84,0,8,0,0,0,0
2,sample.Fire,536,400,0,128,7,1,0,0,0,0
2,sample.VelociRobot,403,250,0,66,8,79,0,0,0,0
3,sample.MyFirstRobot,382,350,0,28,0,4,0,0,0,0
3,sample.Target,201,200,0,0,0,1,0,0,0,0
3,sample.TrackFire,165,100,0,65,0,0,0,0,0,0
3,sample.SittingDuck,150,150,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,50,50,0,0,0,0,0,0,0,0
3,sample.Interactive,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1315,750,150,355,39,5,15,1,0,0
1,sample.SpinBot,1043,700,0,296,25,22,0,0,1,0
1,sample.Fire,766,650,0,116,0,0,0,0,0,1
1,sample.VelociRobot,695,500,0,171,0,24,0,0,0,0
1,sample.MyFirstJuniorRobot,695,550,0,126,15,4,0,0,0,0
2,sample.MyFirstRobot,685,600,0,84,0,1,0,0,0,0
2,sample.TrackFire,647,400,0,216,31,0,0,0,0,0
2,sample.PaintingRobot,541,450,0,86,0,5,0,0,0,0
2,sample.Crazy,374,300,0,58,0,16,0,0,0,0
2,sample.SittingDuck,350,350,0,0,0,0,0,0,0,0
3,sample.Corners,338,250,0,88,0,0,0,0,0,0
3,sample.RamFire,225,100,0,96,13,16,0,0,0,0
3,sample.Interactive_v2,200,200,0,0,0,0,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.Tracker,148,50,0,96,0,2,0,0,0,0
3,sample.Target,2,0,0,0,0,2,0,0,0,0
1,sample.Walls,1347,750,150,390,56,1,0,1,0,0
1,sample.PaintingRobot,816,700,0,108,6,1,0,0,1,0
1,sample.TrackFire,782,450,0,308,23,0,0,0,0,0
1,sample.Crazy,782,650,0,120,0,12,0,0,0,1
1,sample.SpinBot,766,600,0,160,0,6,0,0,0,0
2,sample.Tracker,727,550,0,165,11,1,0,0,0,0
2,sample.MyFirstRobot,636,500,0,125,9,1,0,0,0,0
2,sample.RamFire,432,250,0,112,4,37,28,0,0,0
2,sample.Corners,423,300,0,120,3,0,0,0,0,0
2,sample.SittingDuck,400,400,0,0,0,0,0,0,0,0
3,sample.Interactive,350,350,0,0,0,0,0,0,0,0
3,sample.VelociRobot,324,200,0,84,0,40,0,0,0,0
3,sample.Fire,160,100,0,60,0,0,0,0,0,0
3,sample.Interactive_v2,150,150,0,0,0,0,0,0,0,0
3,sample.Target,54,50,0,0,0,4,0,0,0,0
3,sample.MyFirstJuniorRobot,12,0,0,8,0,4,0,0,0,0
1,sample.Walls,1254,750,150,320,28,6,0,1,0,0
1,sample.SpinBot,1004,700,0,285,12,7,0,0,1,0
1,sample.TrackFire,871,450,0,390,31,0,0,0,0,0
1,sample.RamFire,812,550,0,184,0,56,22,0,0,0
1,sample.PaintingRobot,757,650,0,98,6,4,0,0,0,1
2,sample.Target,600,600,0,0,0,0,0,0,0,0
2,sample.Crazy,600,500,0,88,0,12,0,0,0,0
2,sample.Fire,569,400,0,155,12,2,0,0,0,0
2,sample.Corners,522,350,0,158,14,1,0,0,0,0
2,sample.Tracker,433,300,0,132,1,1,0,0,0,0
3,sample.MyFirstJuniorRobot,266,200,0,56,1,10,0,0,0,0
3,sample.Interactive_v2,250,250,0,0,0,0,0,0,0,0
3,sample.MyFirstRobot,187,150,0,32,0,5,0,0,0,0
3,sample.VelociRobot,130,50,0,16,0,64,0,0,0,0
3,sample.SittingDuck,100,100,0,0,0,0,0,0,0,0
3,sample.Interactive,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1231,750,150,298,22,11,0,1,0,0
1,sample.TrackFire,998,550,0,385,63,0,0,0,0,0
1,sample.SpinBot,938,650,0,272,13,2,0,0,0,1
1,sample.PaintingRobot,820,700,0,110,7,4,0,0,1,0
1,sample.Corners,670,450,0,220,0,0,0,0,0,0
2,sample.Tracker,645,350,0,250,9,36,0,0,0,0
2,sample.SittingDuck,600,600,0,0,0,0,0,0,0,0
2,sample.MyFirstJuniorRobot,566,500,0,64,0,2,0,0,0,0
2,sample.MyFirstRobot,449,400,0,48,0,1,0,0,0,0
2,sample.Fire,292,250,0,40,2,0,0,0,0,0
3,sample.RamFire,276,200,0,64,0,12,0,0,0,0
3,sample.Interactive_v2,250,250,0,0,0,0,0,0,0,0
3,sample.VelociRobot,212,100,0,60,0,52,0,0,0,0
3,sample.Crazy,182,150,0,12,0,20,0,0,0,0
3,sample.Target,52,50,0,0,0,2,0,0,0,0
3,sample.Interactive,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1242,750,150,290,26,5,21,1,0,0
1,sample.RamFire,922,500,0,266,0,96,60,0,0,0
1,sample.SpinBot,920,700,0,210,7,4,0,0,1,0
1,sample.VelociRobot,813,650,0,144,0,19,0,0,0,1
1,sample.Fire,760,550,0,177,33,0,0,0,0,0
2,sample.Tracker,759,400,0,317,42,0,0,0,0,0
2,sample.TrackFire,633,350,0,283,0,0,0,0,0,0
2,sample.Target,601,600,0,0,0,1,0,0,0,0
2,sample.PaintingRobot,527,450,0,72,0,5,0,0,0,0
2,sample.Interactive,300,300,0,0,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,256,200,0,56,0,0,0,0,0,0
3,sample.SittingDuck,250,250,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,150,150,0,0,0,0,0,0,0,0
3,sample.Crazy,150,100,0,37,3,10,0,0,0,0
3,sample.MyFirstRobot,75,50,0,24,0,1,0,0,0,0
3,sample.Corners,64,0,0,64,0,0,0,0,0,0
1,sample.Walls,1354,750,150,392,61,2,0,1,0,0
1,sample.Tracker,1163,700,0,429,31,2,0,0,1,0
1,sample.Crazy,795,650,0,123,9,13,0,0,0,1
1,sample.Fire,771,550,0,202,19,0,0,0,0,0
1,sample.Target,600,600,0,0,0,0,0,0,0,0
2,sample.TrackFire,558,300,0,221,38,0,0,0,0,0
2,sample.SittingDuck,500,500,0,0,0,0,0,0,0,0
2,sample.Interactive_v2,450,450,0,0,0,0,0,0,0,0
2,sample.PaintingRobot,423,350,0,72,0,1,0,0,0,0
2,sample.Interactive,400,400,0,0,0,0,0,0,0,0
3,sample.SpinBot,320,150,0,158,6,6,0,0,0,0
3,sample.RamFire,320,150,0,132,0,38,0,0,0,0
3,sample.MyFirstRobot,290,250,0,36,0,4,0,0,0,0
3,sample.Corners,160,100,0,60,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,99,50,0,44,0,5,0,0,0,0
3,sample.VelociRobot,54,0,0,32,0,22,0,0,0,0
1,sample.Walls,1422,750,150,462,60,0,0,1,0,0
1,sample.Tracker,918,700,0,183,31,4,0,0,1,0
1,sample.MyFirstJuniorRobot,823,650,0,146,22,5,0,0,0,1
1,sample.Fire,764,600,0,150,11,4,0,0,0,0
1,sample.Crazy,624,550,0,64,0,10,0,0,0,0
2,sample.VelociRobot,535,400,0,112,0,23,0,0,0,0
2,sample.MyFirstRobot,533,450,0,76,0,7,0,0,0,0
2,sample.Target,500,500,0,0,0,0,0,0,0,0
2,sample.Corners,486,300,0,165,20,1,0,0,0,0
2,sample.TrackFire,426,200,0,223,3,0,0,0,0,0
3,sample.PaintingRobot,402,350,0,48,0,4,0,0,0,0
3,sample.SpinBot,338,150,0,160,0,28,0,0,0,0
3,sample.RamFire,323,100,0,122,0,61,40,0,0,0
3,sample.Interactive,250,250,0,0,0,0,0,0,0,0
3,sample.SittingDuck,50,50,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1326,750,150,383,41,2,0,1,0,0
1,sample.TrackFire,1143,650,0,425,69,0,0,0,0,1
1,sample.SpinBot,1052,700,0,303,48,1,0,0,1,0
1,sample.Tracker,807,600,0,196,7,4,0,0,0,0
1,sample.MyFirstJuniorRobot,660,500,0,139,6,14,0,0,0,0
2,sample.MyFirstRobot,595,550,0,44,0,1,0,0,0,0
2,sample.SittingDuck,450,450,0,0,0,0,0,0,0,0
2,sample.Interactive_v2,400,400,0,0,0,0,0,0,0,0
2,sample.Target,354,350,0,0,0,4,0,0,0,0
2,sample.Fire,344,300,0,44,0,0,0,0,0,0
3,sample.RamFire,334,200,0,84,0,28,22,0,0,0
3,sample.Interactive,250,250,0,0,0,0,0,0,0,0
3,sample.VelociRobot,226,100,0,52,0,74,0,0,0,0
3,sample.Corners,199,150,0,48,0,1,0,0,0,0
3,sample.Crazy,97,50,0,24,0,23,0,0,0,0
3,sample.PaintingRobot,18,0,0,16,0,2,0,0,0,0
1,sample.Walls,1208,750,150,279,24,5,0,1,0,0
1,sample.Tracker,1021,700,0,269,51,1,0,0,1,0
1,sample.SpinBot,924,650,0,257,13,4,0,0,0,1
1,sample.RamFire,884,600,0,185,6,58,34,0,0,0
1,sample.VelociRobot,705,450,0,88,13,154,0,0,0,0
2,sample.PaintingRobot,619,550,0,68,0,1,0,0,0,0
2,sample.Fire,596,500,0,96,0,0,0,0,0,0
2,sample.Crazy,505,400,0,68,0,37,0,0,0,0
2,sample.Corners,492,300,0,192,0,0,0,0,0,0
2,sample.MyFirstRobot,403,350,0,48,0,5,0,0,0,0
3,sample.TrackFire,277,150,0,127,0,0,0,0,0,0
3,sample.SittingDuck,250,250,0,0,0,0,0,0,0,0
3,sample.Target,201,200,0,0,0,1,0,0,0,0
3,sample.MyFirstJuniorRobot,80,50,0,28,0,2,0,0,0,0
3,sample.Interactive_v2,50,50,0,0,0,0,0,0,0,0
3,sample.Interactive,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1325,750,150,371,46,7,0,1,0,0
1,sample.Tracker,1097,700,0,311,53,34,0,0,1,0
1,sample.SpinBot,948,650,0,255,30,13,0,0,0,1
1,sample.RamFire,888,550,0,234,0,73,31,0,0,0
1,sample.MyFirstRobot,729,600,0,123,2,4,0,0,0,0
2,sample.Fire,607,450,0,146,8,2,0,0,0,0
2,sample.Crazy,580,500,0,72,0,8,0,0,0,0
2,sample.MyFirstJuniorRobot,516,400,0,104,0,12,0,0,0,0
2,sample.Corners,454,350,0,104,0,0,0,0,0,0
2,sample.Target,300,300,0,0,0,0,0,0,0,0
3,sample.PaintingRobot,271,250,0,20,0,1,0,0,0,0
3,sample.VelociRobot,256,150,0,40,0,66,0,0,0,0
3,sample.SittingDuck,200,200,0,0,0,0,0,0,0,0
3,sample.Interactive,100,100,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,50,50,0,0,0,0,0,0,0,0
3,sample.TrackFire,34,0,0,34,0,0,0,0,0,0
1,sample.SpinBot,1276,750,150,340,36,0,0,1,0,0
1,sample.Tracker,1142,700,0,357,52,32,0,0,1,0
1,sample.Corners,895,650,0,223,22,0,0,0,0,1
1,sample.TrackFire,894,550,0,320,24,0,0,0,0,0
1,sample.MyFirstJuniorRobot,757,600,0,156,0,1,0,0,0,0
2,sample.PaintingRobot,614,500,0,112,0,2,0,0,0,0
2,sample.Fire,511,400,0,106,5,0,0,0,0,0
2,sample.Crazy,484,350,0,112,0,22,0,0,0,0
2,sample.Interactive,450,450,0,0,0,0,0,0,0,0
2,sample.RamFire,389,200,0,106,0,54,29,0,0,0
3,sample.MyFirstRobot,360,300,0,52,0,8,0,0,0,0
3,sample.Target,252,250,0,0,0,2,0,0,0,0
3,sample.VelociRobot,222,100,0,68,0,54,0,0,0,0
3,sample.Interactive_v2,150,150,0,0,0,0,0,0,0,0
3,sample.SittingDuck,50,50,0,0,0,0,0,0,0,0
3,sample.Walls,44,0,0,0,0,44,0,0,0,0
1,sample.Walls,1123,750,150,196,21,6,0,1,0,0
1,sample.SpinBot,1007,700,0,252,29,26,0,0,1,0
1,sample.TrackFire,1005,600,0,362,43,0,0,0,0,0
1,sample.RamFire,862,500,0,236,0,76,50,0,0,0
1,sample.Fire,818,650,0,160,8,0,0,0,0,1
2,sample.Crazy,613,550,0,56,0,7,0,0,0,0
2,sample.Tracker,585,350,0,212,23,0,0,0,0,0
2,sample.PaintingRobot,537,450,0,76,0,11,0,0,0,0
2,sample.VelociRobot,467,300,0,64,0,103,0,0,0,0
2,sample.SittingDuck,400,400,0,0,0,0,0,0,0,0
3,sample.Corners,292,200,0,90,0,2,0,0,0,0
3,sample.MyFirstRobot,279,250,0,28,0,1,0,0,0,0
3,sample.Target,152,150,0,0,0,2,0,0,0,0
3,sample.MyFirstJuniorRobot,138,100,0,32,0,6,0,0,0,0
3,sample.Interactive,50,50,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1202,750,150,274,19,8,0,1,0,0
1,sample.TrackFire,924,600,0,301,23,0,0,0,0,0
1,sample.SpinBot,901,650,0,224,19,8,0,0,0,1
1,sample.MyFirstRobot,889,700,0,166,14,10,0,0,1,0
1,sample.VelociRobot,711,500,0,121,0,90,0,0,0,0
2,sample.MyFirstJuniorRobot,655,550,0,98,4,2,0,0,0,0
2,sample.Corners,598,400,0,176,21,1,0,0,0,0
2,sample.Crazy,546,450,0,88,0,8,0,0,0,0
2,sample.Tracker,377,250,0,114,13,0,0,0,0,0
2,sample.SittingDuck,350,350,0,0,0,0,0,0,0,0
3,sample.PaintingRobot,336,300,0,36,0,0,0,0,0,0
3,sample.Interactive_v2,200,200,0,0,0,0,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.Fire,128,100,0,28,0,0,0,0,0,0
3,sample.RamFire,68,0,0,48,0,20,0,0,0,0
3,sample.Target,50,50,0,0,0,0,0,0,0,0
1,sample.Walls,1188,750,150,247,32,8,0,1,0,0
1,sample.SpinBot,1051,700,0,324,20,7,0,0,1,0
1,sample.VelociRobot,950,650,0,199,21,74,6,0,0,1
1,sample.Tracker,895,550,0,281,36,28,0,0,0,0
1,sample.MyFirstJuniorRobot,754,600,0,144,0,10,0,0,0,0
2,sample.Fire,615,500,0,108,7,0,0,0,0,0
2,sample.TrackFire,492,200,0,252,40,0,0,0,0,0
2,sample.SittingDuck,450,450,0,0,0,0,0,0,0,0
2,sample.Crazy,412,350,0,40,0,22,0,0,0,0
2,sample.Target,400,400,0,0,0,0,0,0,0,0
3,sample.PaintingRobot,361,300,0,56,0,5,0,0,0,0
3,sample.Interactive_v2,250,250,0,0,0,0,0,0,0,0
3,sample.MyFirstRobot,172,150,0,20,0,2,0,0,0,0
3,sample.RamFire,153,50,0,80,0,23,0,0,0,0
3,sample.Interactive,100,100,0,0,0,0,0,0,0,0
3,sample.Corners,32,0,0,32,0,0,0,0,0,0
1,sample.SpinBot,1348,750,150,391,50,7,0,1,0,0
1,sample.RamFire,949,550,0,250,0,77,71,0,0,0
1,sample.Walls,944,700,0,240,0,4,0,0,1,0
1,sample.Fire,780,650,0,128,0,2,0,0,0,1
1,sample.PaintingRobot,683,600,0,80,0,2,0,0,0,0
2,sample.TrackFire,652,400,0,217,34,0,0,0,0,0
2,sample.MyFirstRobot,581,500,0,76,4,1,0,0,0,0
2,sample.Crazy,543,450,0,80,1,12,0,0,0,0
2,sample.MyFirstJuniorRobot,420,350,0,66,0,4,0,0,0,0
2,sample.VelociRobot,413,300,0,72,0,41,0,0,0,0
3,sample.Corners,342,250,0,92,0,0,0,0,0,0
3,sample.Tracker,328,150,0,176,0,2,0,0,0,0
3,sample.Target,154,150,0,0,0,4,0,0,0,0
3,sample.SittingDuck,100,100,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,50,50,0,0,0,0,0,0,0,0
3,sample.Interactive,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1188,750,150,267,17,4,0,1,0,0
1,sample.SpinBot,1085,700,0,331,34,20,0,0,1,0
1,sample.RamFire,907,500,0,237,0,101,70,0,0,0
1,sample.PaintingRobot,661,600,0,55,2,4,0,0,0,0
1,sample.Interactive_v2,650,650,0,0,0,0,0,0,0,1
2,sample.MyFirstRobot,643,550,0,87,6,0,0,0,0,0
2,sample.TrackFire,567,350,0,187,30,0,0,0,0,0
2,sample.Fire,522,450,0,72,0,0,0,0,0,0
2,sample.Crazy,464,400,0,52,0,12,0,0,0,0
2,sample.VelociRobot,414,250,0,76,11,77,0,0,0,0
3,sample.SittingDuck,300,300,0,0,0,0,0,0,0,0
3,sample.Target,205,200,0,0,0,5,0,0,0,0
3,sample.MyFirstJuniorRobot,201,150,0,44,0,7,0,0,0,0
3,sample.Tracker,190,100,0,90,0,0,0,0,0,0
3,sample.Corners,125,50,0,74,0,1,0,0,0,0
3,sample.Interactive,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1274,750,150,331,38,5,0,1,0,0
1,sample.TrackFire,956,500,0,397,59,0,0,0,0,0
1,sample.MyFirstJuniorRobot,891,700,0,173,10,7,0,0,1,0
1,sample.RamFire,832,450,0,254,11,84,32,0,0,0
1,sample.Crazy,746,650,0,88,0,8,0,0,0,1
2,sample.Corners,736,550,0,184,0,2,0,0,0,0
2,sample.MyFirstRobot,724,600,0,116,0,8,0,0,0,0
2,sample.Tracker,567,350,0,196,20,1,0,0,0,0
2,sample.PaintingRobot,449,400,0,44,0,5,0,0,0,0
2,sample.Interactive_v2,300,300,0,0,0,0,0,0,0,0
3,sample.SittingDuck,250,250,0,0,0,0,0,0,0,0
3,sample.Fire,210,150,0,60,0,0,0,0,0,0
3,sample.Interactive,200,200,0,0,0,0,0,0,0,0
3,sample.SpinBot,174,100,0,64,0,10,0,0,0,0
3,sample.VelociRobot,53,0,0,12,0,41,0,0,0,0
3,sample.Target,51,50,0,0,0,1,0,0,0,0
1,sample.Walls,1264,750,150,339,20,5,0,1,0,0
1,sample.Tracker,1010,650,0,290,43,28,0,0,0,1
1,sample.Crazy,866,700,0,143,6,17,0,0,1,0
1,sample.Fire,673,550,0,120,3,0,0,0,0,0
1,sample.Interactive,600,600,0,0,0,0,0,0,0,0
2,sample.Corners,588,400,0,171,17,0,0,0,0,0
2,sample.PaintingRobot,585,500,0,84,0,1,0,0,0,0
2,sample.VelociRobot,455,300,0,88,0,67,0,0,0,0
2,sample.Target,452,450,0,0,0,2,0,0,0,0
2,sample.MyFirstJuniorRobot,426,350,0,68,5,4,0,0,0,0
3,sample.RamFire,369,150,0,160,0,59,0,0,0,0
3,sample.TrackFire,368,250,0,118,0,0,0,0,0,0
3,sample.SpinBot,295,100,0,176,0,19,0,0,0,0
3,sample.Interactive_v2,200,200,0,0,0,0,0,0,0,0
3,sample.SittingDuck,50,50,0,0,0,0,0,0,0,0
3,sample.MyFirstRobot,16,0,0,16,0,0,0,0,0,0
1,sample.RamFire,1269,700,0,378,8,128,56,0,1,0
1,sample.Walls,1226,750,150,292,31,4,0,1,0,0
1,sample.VelociRobot,849,600,0,157,4,89,0,0,0,0
1,sample.Tracker,787,650,0,128,3,6,0,0,0,1
1,sample.MyFirstJuniorRobot,719,550,0,152,11,6,0,0,0,0
2,sample.Target,501,500,0,0,0,1,0,0,0,0
2,sample.MyFirstRobot,472,400,0,65,4,4,0,0,0,0
2,sample.Interactive,450,450,0,0,0,0,0,0,0,0
2,sample.PaintingRobot,402,350,0,52,0,0,0,0,0,0
2,sample.Crazy,360,300,0,56,0,4,0,0,0,0
3,sample.SpinBot,348,150,0,180,1,17,0,0,0,0
3,sample.Corners,290,200,0,82,8,0,0,0,0,0
3,sample.SittingDuck,250,250,0,0,0,0,0,0,0,0
3,sample.TrackFire,236,100,0,118,18,0,0,0,0,0
3,sample.Fire,184,50,0,132,0,2,0,0,0,0
3,sample.Interactive_v2,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1331,750,150,390,32,8,0,1,0,0
1,sample.RamFire,1145,700,0,284,31,90,41,0,1,0
1,sample.SpinBot,983,650,0,293,14,25,0,0,0,1
1,sample.Tracker,924,600,0,274,42,8,0,0,0,0
1,sample.Target,550,550,0,0,0,0,0,0,0,0
2,sample.Interactive,500,500,0,0,0,0,0,0,0,0
2,sample.MyFirstJuniorRobot,456,400,0,52,0,4,0,0,0,0
2,sample.SittingDuck,450,450,0,0,0,0,0,0,0,0
2,sample.Corners,448,350,0,98,0,0,0,0,0,0
2,sample.VelociRobot,414,250,0,76,0,88,0,0,0,0
3,sample.Crazy,341,300,0,28,0,13,0,0,0,0
3,sample.Fire,265,200,0,64,0,1,0,0,0,0
3,sample.TrackFire,211,100,0,93,18,0,0,0,0,0
3,sample.PaintingRobot,182,150,0,32,0,0,0,0,0,0
3,sample.MyFirstRobot,59,50,0,8,0,1,0,0,0,0
3,sample.Interactive_v2,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1373,750,150,405,60,8,0,1,0,0
1,sample.TrackFire,1077,650,0,362,65,0,0,0,0,1
1,sample.MyFirstRobot,821,700,0,116,0,5,0,0,1,0
1,sample.RamFire,682,400,0,208,0,53,22,0,0,0
1,sample.PaintingRobot,681,600,0,80,0,1,0,0,0,0
2,sample.SpinBot,669,450,0,208,0,11,0,0,0,0
2,sample.Crazy,575,500,0,64,0,11,0,0,0,0
2,sample.SittingDuck,550,550,0,0,0,0,0,0,0,0
2,sample.Fire,368,300,0,68,0,0,0,0,0,0
2,sample.Interactive_v2,350,350,0,0,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,311,250,0,55,1,5,0,0,0,0
3,sample.Corners,302,200,0,101,1,0,0,0,0,0
3,sample.VelociRobot,204,100,0,56,0,48,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.Tracker,148,50,0,80,0,18,0,0,0,0
3,sample.Target,4,0,0,0,0,4,0,0,0,0
1,sample.Walls,1247,750,150,313,27,7,0,1,0,0
1,sample.SpinBot,1131,700,0,394,31,6,0,0,1,0
1,sample.Tracker,819,650,0,161,4,5,0,0,0,1
1,sample.MyFirstJuniorRobot,709,600,0,105,3,0,0,0,0,0
1,sample.VelociRobot,693,500,0,106,0,88,0,0,0,0
2,sample.Fire,637,550,0,85,2,0,0,0,0,0
2,sample.Corners,629,400,0,202,26,0,0,0,0,0
2,sample.Crazy,552,450,0,88,0,14,0,0,0,0
2,sample.RamFire,414,150,0,148,8,71,37,0,0,0
2,sample.Target,350,350,0,0,0,0,0,0,0,0
3,sample.MyFirstRobot,336,300,0,32,0,4,0,0,0,0
3,sample.Interactive,250,250,0,0,0,0,0,0,0,0
3,sample.SittingDuck,200,200,0,0,0,0,0,0,0,0
3,sample.TrackFire,133,50,0,83,0,0,0,0,0,0
3,sample.PaintingRobot,126,100,0,24,0,2,0,0,0,0
3,sample.Interactive_v2,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1269,750,150,338,26,6,0,1,0,0
1,sample.Tracker,1114,700,0,356,58,0,0,0,1,0
1,sample.TrackFire,949,600,0,292,57,0,0,0,0,0
1,sample.Fire,759,650,0,107,2,0,0,0,0,1
1,sample.RamFire,701,400,0,195,0,64,43,0,0,0
2,sample.PaintingRobot,580,500,0,76,0,4,0,0,0,0
