classificacao,nome_robo,pontuacao_final,sobrevivencia,bonus_ultima_sobrevivencia,dano_disparo,bonus_disparo_morte,colisao_dano,bonus_colisao_morte,1lugar,2lugar,3lugar
1,sample.Fire,756,600,0,156,0,0,0,0,0,0
2,sample.VelociRobot,659,500,0,106,4,49,0,0,0,0
2,sample.TrackFire,633,400,0,213,20,0,0,0,0,0
2,sample.Corners,563,450,0,109,4,0,0,0,0,0
2,sample.RamFire,510,250,0,184,0,46,30,0,0,0
2,sample.Crazy,417,350,0,56,0,11,0,0,0,0
3,sample.Interactive,300,300,0,0,0,0,0,0,0,0
3,sample.Tracker,297,200,0,96,0,1,0,0,0,0
3,sample.Target,152,150,0,0,0,2,0,0,0,0
3,sample.SittingDuck,100,100,0,0,0,0,0,0,0,0
3,sample.PaintingRobot,64,50,0,12,0,2,0,0,0,0
3,sample.Interactive_v2,0,0,0,0,0,0,0,0,0,0
1,sample.RamFire,1086,550,0,323,0,128,85,0,0,0
1,sample.SpinBot,1084,750,150,165,7,12,0,1,0,0
1,sample.Tracker,951,650,0,277,23,1,0,0,0,1
1,sample.MyFirstRobot,823,700,0,111,6,6,0,0,1,0
1,sample.PaintingRobot,712,600,0,100,0,12,0,0,0,0
2,sample.Fire,658,500,0,152,0,6,0,0,0,0
2,sample.Walls,609,400,0,188,16,6,0,0,0,0
2,sample.TrackFire,602,450,0,152,0,0,0,0,0,0
2,sample.Corners,597,350,0,213,32,1,0,0,0,0
2,sample.Crazy,374,300,0,64,0,10,0,0,0,0
3,sample.Target,254,250,0,0,0,4,0,0,0,0
3,sample.VelociRobot,228,100,0,64,0,64,0,0,0,0
3,sample.SittingDuck,200,200,0,0,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,192,150,0,36,0,6,0,0,0,0
3,sample.Interactive,50,50,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,0,0,0,0,0,0,0,0,0,0
1,sample.VelociRobot,1189,750,150,228,0,38,23,1,0,0
1,sample.SpinBot,1138,700,0,394,21,23,0,0,1,0
1,sample.RamFire,1028,600,0,256,0,96,76,0,0,0
1,sample.Corners,834,650,0,167,17,0,0,0,0,1
1,sample.Fire,699,550,0,148,0,1,0,0,0,0
2,sample.Walls,678,400,0,251,16,11,0,0,0,0
2,sample.MyFirstJuniorRobot,630,500,0,128,0,2,0,0,0,0
2,sample.Interactive,450,450,0,0,0,0,0,0,0,0
2,sample.MyFirstRobot,362,300,0,60,0,2,0,0,0,0
2,sample.Interactive_v2,350,350,0,0,0,0,0,0,0,0
3,sample.Crazy,332,250,0,68,2,12,0,0,0,0
3,sample.Target,201,200,0,0,0,1,0,0,0,0
3,sample.TrackFire,199,50,0,127,22,0,0,0,0,0
3,sample.SittingDuck,150,150,0,0,0,0,0,0,0,0
3,sample.PaintingRobot,122,100,0,20,0,2,0,0,0,0
3,sample.Tracker,96,0,0,96,0,0,0,0,0,0
1,sample.Walls,1303,750,150,367,30,6,0,1,0,0
1,sample.TrackFire,1045,600,0,406,39,0,0,0,0,0
1,sample.SpinBot,905,650,0,236,18,0,0,0,0,1
1,sample.PaintingRobot,849,700,0,132,14,4,0,0,1,0
1,sample.MyFirstRobot,668,550,0,113,4,1,0,0,0,0
2,sample.Tracker,588,400,0,163,20,5,0,0,0,0
2,sample.Target,500,500,0,0,0,0,0,0,0,0
2,sample.RamFire,469,250,0,161,5,41,12,0,0,0
2,sample.Interactive,450,450,0,0,0,0,0,0,0,0
2,sample.Fire,438,350,0,88,0,0,0,0,0,0
3,sample.Crazy,379,300,0,72,0,7,0,0,0,0
3,sample.Corners,252,200,0,52,0,0,0,0,0,0
3,sample.SittingDuck,150,150,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,100,100,0,0,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,78,50,0,24,0,4,0,0,0,0
3,sample.VelociRobot,51,0,0,28,0,23,0,0,0,0
1,sample.Walls,1248,750,150,289,28,31,0,1,0,0
1,sample.SpinBot,1099,650,0,397,23,30,0,0,0,1
1,sample.Tracker,1024,700,0,290,30,5,0,0,1,0
1,sample.RamFire,729,450,0,200,0,56,22,0,0,0
1,sample.Fire,708,600,0,108,0,0,0,0,0,0
2,sample.MyFirstRobot,663,550,0,108,2,4,0,0,0,0
2,sample.PaintingRobot,584,500,0,84,0,0,0,0,0,0
2,sample.Target,402,400,0,0,0,2,0,0,0,0
2,sample.Interactive_v2,350,350,0,0,0,0,0,0,0,0
2,sample.MyFirstJuniorRobot,307,250,0,52,0,5,0,0,0,0
3,sample.SittingDuck,300,300,0,0,0,0,0,0,0,0
3,sample.VelociRobot,259,150,0,48,0,61,0,0,0,0
3,sample.TrackFire,218,50,0,140,28,0,0,0,0,0
3,sample.Interactive,200,200,0,0,0,0,0,0,0,0
3,sample.Crazy,170,100,0,36,0,34,0,0,0,0
3,sample.Corners,167,0,0,138,28,1,0,0,0,0
1,sample.Walls,1184,750,150,258,24,2,0,1,0,0
1,sample.SpinBot,1024,700,0,288,29,6,0,0,1,0
1,sample.Crazy,817,650,0,135,7,19,6,0,0,1
1,sample.Corners,767,600,0,158,7,1,0,0,0,0
1,sample.Tracker,705,400,0,264,40,1,0,0,0,0
2,sample.Fire,656,550,0,104,0,2,0,0,0,0
2,sample.VelociRobot,652,500,0,104,0,43,4,0,0,0
2,sample.PaintingRobot,525,450,0,73,0,2,0,0,0,0
2,sample.RamFire,482,200,0,208,0,62,11,0,0,0
2,sample.MyFirstRobot,378,300,0,76,0,2,0,0,0,0
3,sample.Target,350,350,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,250,250,0,0,0,0,0,0,0,0
3,sample.TrackFire,181,50,0,131,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,150,100,0,48,0,2,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.SittingDuck,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1239,750,150,311,24,4,0,1,0,0
1,sample.SpinBot,966,700,0,245,17,4,0,0,1,0
1,sample.Tracker,850,550,0,262,35,4,0,0,0,0
1,sample.MyFirstJuniorRobot,832,650,0,161,19,1,0,0,0,1
1,sample.Crazy,720,600,0,108,0,12,0,0,0,0
2,sample.Fire,692,500,0,170,17,6,0,0,0,0
2,sample.VelociRobot,628,450,0,108,0,70,0,0,0,0
2,sample.RamFire,456,150,0,175,24,78,28,0,0,0
2,sample.SittingDuck,400,400,0,0,0,0,0,0,0,0
2,sample.Interactive_v2,350,350,0,0,0,0,0,0,0,0
3,sample.Target,300,300,0,0,0,0,0,0,0,0
3,sample.Corners,266,100,0,142,24,0,0,0,0,0
3,sample.MyFirstRobot,254,200,0,52,0,2,0,0,0,0
3,sample.Interactive,250,250,0,0,0,0,0,0,0,0
3,sample.PaintingRobot,91,50,0,40,0,1,0,0,0,0
3,sample.TrackFire,34,0,0,34,0,0,0,0,0,0
1,sample.Walls,1206,750,150,275,29,1,0,1,0,0
1,sample.TrackFire,1021,600,0,357,63,0,0,0,0,0
1,sample.SpinBot,1020,700,0,304,0,1,15,0,1,0
1,sample.RamFire,843,500,0,218,0,74,51,0,0,0
1,sample.PaintingRobot,745,650,0,84,12,0,0,0,0,1
2,sample.Target,551,550,0,0,0,1,0,0,0,0
2,sample.Interactive_v2,450,450,0,0,0,0,0,0,0,0
2,sample.Crazy,447,400,0,40,0,7,0,0,0,0
2,sample.Tracker,445,200,0,195,23,28,0,0,0,0
2,sample.MyFirstJuniorRobot,415,350,0,60,0,5,0,0,0,0
3,sample.SittingDuck,300,300,0,0,0,0,0,0,0,0
3,sample.Fire,286,250,0,36,0,0,0,0,0,0
3,sample.VelociRobot,172,100,0,36,0,36,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.Corners,128,50,0,78,0,0,0,0,0,0
3,sample.MyFirstRobot,16,0,0,12,0,4,0,0,0,0
1,sample.Corners,1282,750,150,363,19,0,0,1,0,0
1,sample.VelociRobot,1056,700,0,268,0,88,0,0,1,0
1,sample.MyFirstRobot,834,650,0,167,15,1,0,0,0,1
1,sample.Tracker,807,550,0,213,40,4,0,0,0,0
1,sample.PaintingRobot,722,600,0,120,0,2,0,0,0,0
2,sample.Interactive_v2,500,500,0,0,0,0,0,0,0,0
2,sample.TrackFire,493,250,0,210,33,0,0,0,0,0
2,sample.SpinBot,490,300,0,176,0,14,0,0,0,0
2,sample.MyFirstJuniorRobot,486,350,0,132,0,4,0,0,0,0
2,sample.Interactive,450,450,0,0,0,0,0,0,0,0
3,sample.Target,400,400,0,0,0,0,0,0,0,0
3,sample.RamFire,346,150,0,144,0,52,0,0,0,0
3,sample.Crazy,258,200,0,48,0,10,0,0,0,0
3,sample.Walls,150,50,0,85,15,0,0,0,0,0
3,sample.SittingDuck,100,100,0,0,0,0,0,0,0,0
3,sample.Fire,0,0,0,0,0,0,0,0,0,0
1,sample.Tracker,1380,750,150,396,77,7,0,1,0,0
1,sample.SpinBot,1151,650,0,455,21,25,0,0,0,1
1,sample.TrackFire,861,500,0,336,25,0,0,0,0,0
1,sample.MyFirstRobot,812,700,0,112,0,0,0,0,1,0
1,sample.Fire,684,550,0,123,12,0,0,0,0,0
2,sample.Crazy,666,600,0,55,3,8,0,0,0,0
2,sample.RamFire,639,350,0,196,0,68,25,0,0,0
2,sample.Interactive,450,450,0,0,0,0,0,0,0,0
2,sample.Walls,441,250,0,181,6,4,0,0,0,0
2,sample.Target,404,400,0,0,0,4,0,0,0,0
3,sample.VelociRobot,320,200,0,68,0,52,0,0,0,0
3,sample.SittingDuck,300,300,0,0,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,155,100,0,44,0,11,0,0,0,0
3,sample.Interactive_v2,150,150,0,0,0,0,0,0,0,0
3,sample.Corners,108,50,0,58,0,0,0,0,0,0
3,sample.PaintingRobot,16,0,0,16,0,0,0,0,0,0
1,sample.SpinBot,1249,750,150,308,36,5,0,1,0,0
1,sample.Fire,982,650,0,290,41,1,0,0,0,1
1,sample.Tracker,981,700,0,259,20,2,0,0,1,0
1,sample.VelociRobot,837,550,0,235,5,47,0,0,0,0
1,sample.Crazy,719,600,0,105,0,14,0,0,0,0
2,sample.Corners,566,350,0,195,21,0,0,0,0,0
2,sample.MyFirstJuniorRobot,534,450,0,80,0,4,0,0,0,0
2,sample.Target,500,500,0,0,0,0,0,0,0,0
2,sample.PaintingRobot,493,400,0,88,5,0,0,0,0,0
2,sample.RamFire,487,200,0,176,0,72,38,0,0,0
3,sample.Interactive_v2,300,300,0,0,0,0,0,0,0,0
3,sample.Interactive,250,250,0,0,0,0,0,0,0,0
3,sample.TrackFire,219,100,0,99,19,0,0,0,0,0
3,sample.MyFirstRobot,176,150,0,24,0,2,0,0,0,0
3,sample.Walls,120,50,0,70,0,0,0,0,0,0
3,sample.SittingDuck,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1298,750,150,350,32,4,12,1,0,0
1,sample.Tracker,1101,700,0,345,53,2,0,0,1,0
1,sample.RamFire,856,550,0,196,0,64,46,0,0,0
1,sample.SpinBot,841,600,0,201,13,26,0,0,0,0
1,sample.MyFirstJuniorRobot,790,650,0,132,3,5,0,0,0,1
2,sample.PaintingRobot,544,450,0,88,0,6,0,0,0,0
2,sample.Fire,533,350,0,169,11,4,0,0,0,0
2,sample.Corners,520,400,0,115,2,2,0,0,0,0
2,sample.Target,501,500,0,0,0,1,0,0,0,0
2,sample.Crazy,376,300,0,66,0,10,0,0,0,0
3,sample.SittingDuck,250,250,0,0,0,0,0,0,0,0
3,sample.MyFirstRobot,208,200,0,8,0,0,0,0,0,0
3,sample.VelociRobot,185,100,0,36,0,49,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.TrackFire,138,50,0,73,15,0,0,0,0,0
3,sample.Interactive_v2,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1245,750,150,293,43,8,0,1,0,0
1,sample.SpinBot,1048,700,0,321,11,16,0,0,1,0
1,sample.Corners,875,550,0,289,35,0,0,0,0,0
1,sample.Crazy,787,650,0,111,6,19,0,0,0,1
1,sample.Tracker,730,500,0,206,19,5,0,0,0,0
2,sample.PaintingRobot,666,600,0,64,0,2,0,0,0,0
2,sample.Fire,560,400,0,148,11,1,0,0,0,0
2,sample.TrackFire,538,350,0,164,24,0,0,0,0,0
2,sample.MyFirstJuniorRobot,534,450,0,80,0,4,0,0,0,0
2,sample.RamFire,394,150,0,179,16,49,0,0,0,0
3,sample.SittingDuck,300,300,0,0,0,0,0,0,0,0
3,sample.Target,250,250,0,0,0,0,0,0,0,0
3,sample.Interactive,200,200,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,100,100,0,0,0,0,0,0,0,0
3,sample.VelociRobot,78,0,0,20,0,58,0,0,0,0
3,sample.MyFirstRobot,67,50,0,16,0,1,0,0,0,0
1,sample.SpinBot,1306,750,150,372,33,1,0,1,0,0
1,sample.Tracker,999,650,0,281,30,37,0,0,0,1
1,sample.Walls,838,550,0,264,15,10,0,0,0,0
1,sample.Fire,795,600,0,185,4,6,0,0,0,0
1,sample.Crazy,790,700,0,80,2,8,0,0,1,0
2,sample.Corners,709,500,0,188,21,0,0,0,0,0
2,sample.PaintingRobot,539,450,0,88,0,1,0,0,0,0
2,sample.MyFirstRobot,524,400,0,112,8,4,0,0,0,0
2,sample.TrackFire,436,250,0,172,14,0,0,0,0,0
2,sample.Interactive_v2,350,350,0,0,0,0,0,0,0,0
3,sample.Target,304,300,0,0,0,4,0,0,0,0
3,sample.RamFire,279,150,0,80,0,26,22,0,0,0
3,sample.MyFirstJuniorRobot,262,200,0,56,0,6,0,0,0,0
3,sample.Interactive,100,100,0,0,0,0,0,0,0,0
3,sample.VelociRobot,64,0,0,12,0,52,0,0,0,0
3,sample.SittingDuck,50,50,0,0,0,0,0,0,0,0
1,sample.MyFirstJuniorRobot,1131,750,150,206,21,4,0,1,0,0
1,sample.RamFire,1033,650,0,255,12,86,29,0,0,1
1,sample.Fire,990,700,0,269,16,5,0,0,1,0
1,sample.Walls,947,600,0,323,21,4,0,0,0,0
1,sample.SpinBot,713,400,0,275,14,24,0,0,0,0
2,sample.Crazy,605,500,0,88,0,17,0,0,0,0
2,sample.Corners,600,450,0,139,10,1,0,0,0,0
2,sample.Tracker,568,350,0,195,20,2,0,0,0,0
2,sample.Target,551,550,0,0,0,1,0,0,0,0
2,sample.MyFirstRobot,330,250,0,76,0,4,0,0,0,0
3,sample.Interactive,300,300,0,0,0,0,0,0,0,0
3,sample.PaintingRobot,266,200,0,60,0,6,0,0,0,0
3,sample.VelociRobot,231,150,0,56,0,25,0,0,0,0
3,sample.TrackFire,113,0,0,113,0,0,0,0,0,0
3,sample.SittingDuck,100,100,0,0,0,0,0,0,0,0
3,sample.Interactive_v2,50,50,0,0,0,0,0,0,0,0
1,sample.Walls,1221,750,150,279,34,8,0,1,0,0
1,sample.SpinBot,983,700,0,272,0,11,0,0,1,0
1,sample.Tracker,938,600,0,280,48,11,0,0,0,0
1,sample.MyFirstJuniorRobot,880,650,0,200,25,5,0,0,0,1
1,sample.VelociRobot,692,450,0,98,10,133,0,0,0,0
2,sample.Crazy,658,550,0,97,0,11,0,0,0,0
2,sample.RamFire,621,350,0,173,0,73,25,0,0,0
2,sample.Fire,548,400,0,135,13,0,0,0,0,0
2,sample.Interactive_v2,500,500,0,0,0,0,0,0,0,0
2,sample.PaintingRobot,344,300,0,40,0,4,0,0,0,0
3,sample.MyFirstRobot,304,250,0,52,0,2,0,0,0,0
3,sample.Corners,233,200,0,29,4,0,0,0,0,0
3,sample.TrackFire,191,50,0,125,16,0,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.Target,100,100,0,0,0,0,0,0,0,0
3,sample.SittingDuck,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1141,750,150,219,18,4,0,1,0,0
1,sample.Tracker,1072,650,0,362,60,1,0,0,0,1
1,sample.SpinBot,948,700,0,208,35,5,0,0,1,0
1,sample.MyFirstRobot,735,600,0,128,0,7,0,0,0,0
1,sample.TrackFire,668,400,0,245,23,0,0,0,0,0
2,sample.MyFirstJuniorRobot,663,550,0,108,0,5,0,0,0,0
2,sample.Fire,608,500,0,108,0,0,0,0,0,0
2,sample.VelociRobot,541,350,0,71,0,120,0,0,0,0
2,sample.Crazy,537,450,0,80,0,7,0,0,0,0
2,sample.RamFire,357,150,0,128,0,50,29,0,0,0
3,sample.Target,302,300,0,0,0,2,0,0,0,0
3,sample.PaintingRobot,290,250,0,36,0,4,0,0,0,0
3,sample.Interactive_v2,150,150,0,0,0,0,0,0,0,0
3,sample.Corners,138,100,0,38,0,0,0,0,0,0
3,sample.SittingDuck,50,50,0,0,0,0,0,0,0,0
3,sample.Interactive,0,0,0,0,0,0,0,0,0,0
1,sample.Tracker,1439,750,150,455,81,2,0,1,0,0
1,sample.PaintingRobot,864,700,0,160,0,4,0,0,1,0
1,sample.TrackFire,858,550,0,280,27,0,0,0,0,0
1,sample.Corners,808,600,0,194,14,0,0,0,0,0
1,sample.MyFirstJuniorRobot,765,650,0,105,8,2,0,0,0,1
2,sample.RamFire,733,350,0,238,0,88,57,0,0,0
2,sample.Crazy,552,500,0,44,0,8,0,0,0,0
2,sample.SpinBot,546,400,0,144,0,2,0,0,0,0
2,sample.Fire,465,300,0,164,0,1,0,0,0,0
2,sample.Target,450,450,0,0,0,0,0,0,0,0
3,sample.VelociRobot,290,200,0,54,2,34,0,0,0,0
3,sample.Interactive_v2,250,250,0,0,0,0,0,0,0,0
3,sample.Walls,230,100,0,130,0,0,0,0,0,0
3,sample.MyFirstRobot,211,150,0,56,0,5,0,0,0,0
3,sample.Interactive,50,50,0,0,0,0,0,0,0,0
3,sample.SittingDuck,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1280,750,150,358,18,4,0,1,0,0
1,sample.SpinBot,1097,700,0,358,31,8,0,0,1,0
1,sample.TrackFire,1083,650,0,407,26,0,0,0,0,1
1,sample.Fire,729,600,0,128,0,1,0,0,0,0
1,sample.Tracker,704,550,0,150,1,2,0,0,0,0
2,sample.VelociRobot,678,500,0,122,2,54,0,0,0,0
2,sample.Interactive,450,450,0,0,0,0,0,0,0,0
2,sample.MyFirstRobot,440,400,0,40,0,0,0,0,0,0
2,sample.Crazy,424,350,0,64,0,10,0,0,0,0
2,sample.MyFirstJuniorRobot,308,250,0,52,0,6,0,0,0,0
3,sample.Interactive_v2,300,300,0,0,0,0,0,0,0,0
3,sample.RamFire,297,150,0,76,0,42,29,0,0,0
3,sample.PaintingRobot,229,200,0,28,0,1,0,0,0,0
3,sample.SittingDuck,100,100,0,0,0,0,0,0,0,0
3,sample.Corners,72,0,0,72,0,0,0,0,0,0
3,sample.Target,54,50,0,0,0,4,0,0,0,0
1,sample.Walls,1279,750,150,333,45,1,0,1,0,0
1,sample.TrackFire,1098,700,0,356,43,0,0,0,1,0
1,sample.SpinBot,1046,650,0,322,42,32,0,0,0,1
1,sample.RamFire,940,600,0,229,1,80,29,0,0,0
1,sample.Tracker,834,550,0,259,23,1,0,0,0,0
2,sample.Crazy,570,500,0,64,0,6,0,0,0,0
2,sample.MyFirstRobot,524,450,0,68,0,6,0,0,0,0
2,sample.MyFirstJuniorRobot,426,350,0,72,0,4,0,0,0,0
2,sample.Fire,405,300,0,104,0,1,0,0,0,0
2,sample.Interactive,400,400,0,0,0,0,0,0,0,0
3,sample.Corners,264,200,0,64,0,0,0,0,0,0
3,sample.Interactive_v2,250,250,0,0,0,0,0,0,0,0
3,sample.VelociRobot,167,100,0,48,0,19,0,0,0,0
3,sample.Target,151,150,0,0,0,1,0,0,0,0
3,sample.PaintingRobot,68,50,0,16,0,2,0,0,0,0
3,sample.SittingDuck,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1270,750,150,335,29,6,0,1,0,0
1,sample.SpinBot,1126,700,0,396,25,6,0,0,1,0
1,sample.Tracker,1068,650,0,367,51,0,0,0,0,1
1,sample.TrackFire,668,400,0,230,38,0,0,0,0,0
1,sample.MyFirstRobot,668,600,0,68,0,0,0,0,0,0
2,sample.PaintingRobot,634,550,0,80,0,4,0,0,0,0
2,sample.Crazy,566,500,0,57,3,6,0,0,0,0
2,sample.SittingDuck,450,450,0,0,0,0,0,0,0,0
2,sample.Corners,418,350,0,68,0,0,0,0,0,0
2,sample.Interactive_v2,300,300,0,0,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,292,250,0,40,0,2,0,0,0,0
3,sample.RamFire,220,100,0,84,0,36,0,0,0,0
3,sample.Interactive,200,200,0,0,0,0,0,0,0,0
3,sample.Fire,184,50,0,111,22,1,0,0,0,0
3,sample.Target,151,150,0,0,0,1,0,0,0,0
3,sample.VelociRobot,67,0,0,20,0,47,0,0,0,0
1,sample.Walls,1161,750,150,230,28,2,0,1,0,0
1,sample.MyFirstJuniorRobot,855,700,0,144,0,11,0,0,1,0
1,sample.TrackFire,849,500,0,312,37,0,0,0,0,0
1,sample.Corners,821,600,0,207,14,0,0,0,0,0
1,sample.Fire,812,650,0,149,11,2,0,0,0,1
2,sample.SpinBot,730,550,0,142,15,24,0,0,0,0
2,sample.MyFirstRobot,465,400,0,64,0,1,0,0,0,0
2,sample.Interactive,450,450,0,0,0,0,0,0,0,0
2,sample.Crazy,440,350,0,80,0,10,0,0,0,0
2,sample.VelociRobot,425,250,0,69,0,94,12,0,0,0
3,sample.PaintingRobot,366,300,0,60,0,6,0,0,0,0
3,sample.Tracker,330,150,0,176,0,4,0,0,0,0
3,sample.RamFire,231,100,0,80,16,35,0,0,0,0
3,sample.Interactive_v2,200,200,0,0,0,0,0,0,0,0
3,sample.Target,54,50,0,0,0,4,0,0,0,0
3,sample.SittingDuck,0,0,0,0,0,0,0,0,0,0
1,sample.Walls,1358,750,150,407,47,4,0,1,0,0
1,sample.Tracker,1171,700,0,391,78,1,0,0,1,0
1,sample.Fire,817,600,0,194,21,1,0,0,0,0
1,sample.PaintingRobot,784,650,0,131,3,0,0,0,0,1
1,sample.MyFirstRobot,635,550,0,84,0,1,0,0,0,0
2,sample.VelociRobot,570,400,0,108,0,62,0,0,0,0
2,sample.MyFirstJuniorRobot,522,450,0,72,0,0,0,0,0,0
2,sample.SittingDuck,500,500,0,0,0,0,0,0,0,0
2,sample.Corners,496,350,0,132,14,0,0,0,0,0
2,sample.RamFire,396,200,0,126,0,43,26,0,0,0
3,sample.SpinBot,341,250,0,80,0,11,0,0,0,0
3,sample.Interactive_v2,300,300,0,0,0,0,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.Target,102,100,0,0,0,2,0,0,0,0
3,sample.TrackFire,85,50,0,35,0,0,0,0,0,0
3,sample.Crazy,72,0,0,4,0,68,0,0,0,0
1,sample.Tracker,1215,700,0,390,66,48,11,0,1,0
1,sample.MyFirstJuniorRobot,1128,750,150,190,32,5,0,1,0,0
1,sample.VelociRobot,766,550,0,140,0,76,0,0,0,0
1,sample.SpinBot,731,400,0,278,26,26,0,0,0,0
1,sample.Fire,662,450,0,189,22,1,0,0,0,0
2,sample.Interactive_v2,650,650,0,0,0,0,0,0,0,1
2,sample.Interactive,600,600,0,0,0,0,0,0,0,0
2,sample.PaintingRobot,586,500,0,84,0,2,0,0,0,0
2,sample.Walls,484,300,0,178,2,4,0,0,0,0
2,sample.RamFire,470,200,0,189,26,55,0,0,0,0
3,sample.Corners,416,350,0,66,0,0,0,0,0,0
3,sample.MyFirstRobot,278,250,0,24,0,4,0,0,0,0
3,sample.Crazy,212,150,0,40,0,22,0,0,0,0
3,sample.Target,102,100,0,0,0,2,0,0,0,0
3,sample.SittingDuck,50,50,0,0,0,0,0,0,0,0
3,sample.TrackFire,48,0,0,48,0,0,0,0,0,0
1,sample.SpinBot,1302,750,150,353,36,12,0,1,0,0
1,sample.Fire,882,700,0,163,19,0,0,0,1,0
1,sample.MyFirstJuniorRobot,873,650,0,210,9,4,0,0,0,1
1,sample.RamFire,811,500,0,216,0,76,19,0,0,0
1,sample.MyFirstRobot,763,600,0,152,8,4,0,0,0,0
2,sample.Crazy,720,550,0,148,0,22,0,0,0,0
2,sample.VelociRobot,582,400,0,112,0,61,9,0,0,0
2,sample.Corners,535,350,0,170,14,1,0,0,0,0
2,sample.Interactive_v2,450,450,0,0,0,0,0,0,0,0
2,sample.TrackFire,380,250,0,127,2,0,0,0,0,0
3,sample.Interactive,300,300,0,0,0,0,0,0,0,0
3,sample.Tracker,221,100,0,104,18,0,0,0,0,0
3,sample.SittingDuck,200,200,0,0,0,0,0,0,0,0
3,sample.Target,152,150,0,0,0,2,0,0,0,0
3,sample.Walls,131,50,0,80,0,1,0,0,0,0
3,sample.PaintingRobot,13,0,0,12,0,1,0,0,0,0
1,sample.Tracker,1235,750,150,296,37,2,0,1,0,0
1,sample.SpinBot,1061,700,0,345,15,1,0,0,1,0
1,sample.MyFirstRobot,808,650,0,152,0,6,0,0,0,1
1,sample.TrackFire,761,500,0,243,17,0,0,0,0,0
1,sample.VelociRobot,746,400,0,148,0,173,25,0,0,0
2,sample.MyFirstJuniorRobot,716,600,0,112,0,4,0,0,0,0
2,sample.Interactive_v2,550,550,0,0,0,0,0,0,0,0
2,sample.PaintingRobot,503,450,0,52,0,1,0,0,0,0
2,sample.Fire,465,300,0,145,16,5,0,0,0,0
2,sample.Crazy,444,350,0,80,0,14,0,0,0,0
3,sample.Walls,364,200,0,148,15,1,0,0,0,0
3,sample.SittingDuck,250,250,0,0,0,0,0,0,0,0
3,sample.Corners,186,100,0,86,0,0,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.RamFire,104,0,0,80,0,24,0,0,0,0
3,sample.Target,52,50,0,0,0,2,0,0,0,0
1,sample.SpinBot,1097,700,0,342,36,18,0,0,1,0
1,sample.MyFirstRobot,1040,750,150,131,8,1,0,1,0,0
1,sample.Corners,848,600,0,228,20,0,0,0,0,0
1,sample.TrackFire,837,500,0,317,21,0,0,0,0,0
1,sample.Crazy,833,650,0,167,1,16,0,0,0,1
2,sample.Walls,728,550,0,170,0,8,0,0,0,0
2,sample.VelociRobot,596,450,0,128,0,18,0,0,0,0
2,sample.Fire,488,400,0,82,6,0,0,0,0,0
2,sample.Tracker,429,300,0,115,8,7,0,0,0,0
2,sample.RamFire,428,200,0,144,0,55,29,0,0,0
3,sample.Interactive_v2,350,350,0,0,0,0,0,0,0,0
3,sample.MyFirstJuniorRobot,318,250,0,58,0,10,0,0,0,0
3,sample.Interactive,150,150,0,0,0,0,0,0,0,0
3,sample.PaintingRobot,122,100,0,20,0,2,0,0,0,0
3,sample.SittingDuck,50,50,0,0,0,0,0,0,0,0
3,sample.Target,2,0,0,0,0,2,0,0,0,0
1,sample.SpinBot,1146,700,0,383,23,40,0,0,1,0
1,sample.Walls,1133,750,150,217,13,2,0,1,0,0
1,sample.RamFire,986,650,0,218,0,79,39,0,0,1
1,sample.Crazy,704,600,0,90,3,11,0,0,0,0
1,sample.Fire,703,550,0,148,0,5,0,0,0,0
2,sample.VelociRobot,549,400,0,81,0,64,5,0,0,0
2,sample.MyFirstRobot,546,500,0,44,0,2,0,0,0,0
2,sample.TrackFire,542,300,0,202,40,0,0,0,0,0
2,sample.Interactive,450,450,0,0,0,0,0,0,0,0
2,sample.PaintingRobot,400,350,0,44,0,6,0,0,0,0
3,sample.Tracker,338,200,0,116,20,1,0,0,0,0
3,sample.MyFirstJuniorRobot,320,250,0,60,0,10,0,0,0,0
3,sample.Corners,289,150,0,120,19,0,0,0,0,0
3,sample.Interactive_v2,100,100,0,0,0,0,0,0,0,0
3,sample.SittingDuck,50,50,0,0,0,0,0,0,0,0
3,sample.Target,2,0,0,0,0,2,0,0,0,0
